batch;code;strength;size;start;api_code;api_batch;smcc_batch;lactose_batch;starch_batch;api_water;api_total_impurities;api_l_impurity;api_content;api_ps01;api_ps05;api_ps09;lactose_water;lactose_sieve0045;lactose_sieve015;lactose_sieve025;smcc_water;smcc_td;smcc_bd;smcc_ps01;smcc_ps05;smcc_ps09;starch_ph;starch_water;tbl_min_thickness;tbl_max_thickness;fct_min_thickness;fct_max_thickness;tbl_min_weight;tbl_max_weight;tbl_rsd_weight;fct_rsd_weight;tbl_min_hardness;tbl_max_hardness;tbl_av_hardness;fct_min_hardness;fct_max_hardness;fct_av_hardness;tbl_max_diameter;fct_max_diameter;tbl_tensile;fct_tensile;tbl_yield;batch_yield;dissolution_av;dissolution_min;resodual_solvent;impurities_total;impurity_o;impurity_l
186;10;20M;960000;apr.19;5;32;4;6;5;0.95;0.18;0.07;95.1;2.33;39.87;176.738;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.8;3.9;3.9;3.9;220;227;1.14;0.88;60.76;80.36;53;43;67;73.5;9.1;9.2;0.951196444;1.304773875;98.817;98.911;88.83;88;0;0.22;0.05;0.1
187;10;20M;960000;apr.19;5;34;4;6;5;1.4;0.18;0.07;94.7;1.63;41.73;167.095;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.8;3.8;3.8;3.9;223;227;0.69;0.68;64.68;74.48;53;45;59;70.56;9.1;9.2;0.976227929;1.25258292;98.532;98.532;88.17;84;0;0.24;0.05;0.11
188;13;10M;1920000;apr.19;3;17;4;6;5;1.85;0.5;;93.8;3.82;47.86;177.89;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.1;3.3;3.2;3.3;112;116;0.81;0.99;60.76;76.44;56;45;69;69.58;6.1;6.1;1.771921997;2.201613082;99.004;98.816;93.83;87;0.03;0.2;0.1;0.05
189;13;10M;1920000;apr.19;3;17;4;6;5;1.85;0.46;0.05;93.8;3.82;47.86;177.89;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.1;3.3;3.3;3.3;111;115;0.96;0.99;62.72;76.44;52;41;63;69.58;6.1;6.1;1.645356141;2.201613082;99.432;99.384;91.5;84;0.03;0.13;0.08;0.05
190;13;10M;1920000;apr.19;3;17;4;6;5;1.85;0.46;0.05;93.8;3.82;47.86;177.89;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.3;3.2;3.3;112;116;0.82;0.9;56.84;70.56;49;38;60;65.66;6;6.1;1.576272277;2.077578542;99.289;99.242;90.33;83;0.04;0.18;0.08;0.05
191;17;20M;960000;apr.19;3;50;4;6;5;1.85;0.48;0.06;93.8;3.82;47.86;177.89;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4;4.1;224;229;0.81;0.61;58.8;85.26;57;42;86;76.44;8.1;8.1;1.120547299;1.46606137;98.107;98.153;87.92;78;0.03;0.06;0.06;0.05
192;17;20M;960000;apr.19;3;50;4;6;5;1.75;0.48;0.06;94;3.64;46.34;162.19;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4;4.1;222;228;0.78;0.65;66.64;88.2;55;42;74;76.44;8.1;8.1;1.08122985;1.46606137;99.102;99.242;88.17;83;0.05;0.14;0.06;0.05
193;17;20M;960000;apr.19;3;50;4;6;5;1.75;0.48;0.06;94;3.64;46.34;162.19;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4.1;4.1;221;230;1.97;1.03;62.72;84.28;48;37;66;69.58;8.1;8.1;0.943618778;1.33449176;98.911;98.911;90.33;85;0.03;0.1;0.05;0.05
194;17;20M;960000;apr.19;3;51;4;6;5;1.75;0.33;0.05;94;3.64;46.34;162.19;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4;4.1;222;234;1.37;1.36;58.8;85.26;53;41;69;70.56;8.1;8.1;1.041912401;1.353287418;99.384;99.384;88.5;85;0.04;0.05;0.05;0.05
195;15;40M;1100000;apr.19;3;19;4;6;5;1.75;0.38;0.05;94;3.64;46.34;162.19;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;5.1;5.3;5.3;5.4;443;460;0.87;0.9;99.96;137.2;98;81;116;115.64;10.1;10.2;1.166082237;1.337255827;97.025;97.025;88.17;83;0.1;0.06;0.05;0.05
196;23;20M;960000;apr.19;5;163;4;6;5;1.58;0.19;0.07;94.5;1.33;23.32;150.697;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4.1;4.2;220;231;1.3;1.33;58.8;70.56;46;34;60;63.7;8;8.1;0.893273264;1.192629289;98.626;98.532;85.33;82;0;0.27;0.05;0.13
197;23;20M;960000;apr.19;5;163;4;6;5;1.58;0.19;0.07;94.5;1.33;23.32;150.697;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4.1;4.2;221;236;1.34;1.64;58.8;80.36;51;38;71;70.56;8;8.1;0.990368184;1.321066289;97.925;98.295;87.33;80;0;0.26;0.05;0.12
198;23;20M;960000;apr.19;5;163;4;6;5;1.28;0.18;0.06;94.8;1.46;38.69;185.322;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4.1;4.1;223;231;1.29;1.13;68.6;90.16;53;40;74;75.46;8;8.2;1.054936306;1.429616129;98.534;98.674;87.67;80;0;0.24;0.05;0.11
199;23;20M;960000;apr.19;5;163;4;6;5;1.28;0.18;0.06;94.8;1.46;38.69;185.322;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4.2;4.2;223;232;1.12;1.24;62.72;74.48;50;40;64;67.62;8;8.1;0.9709492;1.266021861;98.435;98.295;86.33;83;0;0.22;0.05;0.1
200;23;20M;960000;apr.19;5;163;4;6;5;1.28;0.18;0.06;94.8;1.46;38.69;185.322;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4.1;4.1;222;231;0.9;1.14;62.72;86.24;56;41;76;73.5;8;8.1;1.087463104;1.409674394;97.583;97.491;88.42;79;0;0.25;0.05;0.09
201;23;20M;960000;apr.19;5;163;4;6;5;1.28;0.18;0.06;94.8;1.46;38.69;185.322;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4;4.1;4.2;224;234;0.91;1.04;64.68;76.44;53;41;70;69.58;8;8.1;1.054936306;1.302718146;99.052;98.958;90.83;83;0;0.27;0.05;0.1
202;23;20M;960000;maj.19;5;163;4;6;5;1.28;0.18;0.06;94.8;1.46;38.69;185.322;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4.1;4.1;224;231;1;0.88;66.64;82.32;51;38;66;72.52;8;8.2;0.990368184;1.3739168;98.865;99.006;86.67;81;0;0.22;0.05;0.1
203;23;20M;960000;maj.19;5;170;4;6;5;1.63;0.21;0.07;94.4;1.2;23.47;113.423;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4;4.1;222;230;1.29;1.07;62.72;84.28;54;35;74;72.52;8;8.2;1.074840764;1.3739168;99.29;99.384;87.25;74;0;0.29;0.05;0.14
204;23;20M;960000;maj.19;5;170;4;6;5;1.63;0.21;0.07;94.4;1.2;23.47;113.423;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4;4.1;4.1;224;233;1.38;0.98;68.6;82.32;55;40;74;75.46;8.1;8.1;1.08122985;1.447265711;99.432;99.479;84.33;74;0;0.3;0.05;0.15
205;23;20M;960000;maj.19;5;170;4;6;5;1.63;0.21;0.07;94.4;1.2;23.47;113.423;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4;4.1;4.1;223;233;0.94;1.11;58.8;92.12;51;38;69;71.54;8;8.2;1.015127389;1.355350356;99.196;99.29;83.67;78;0;0.27;0.05;0.13
206;23;20M;960000;maj.19;5;170;4;6;5;1.63;0.21;0.07;94.4;1.2;23.47;113.423;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4;4;225;230;3.27;0.54;64.68;78.4;52;41;69;72.52;8;8.1;1.035031847;1.425650704;98.91;98.816;85.33;77;0;0.26;0.05;0.12
207;23;20M;960000;maj.19;5;170;4;6;5;1.63;0.21;0.07;94.4;1.2;23.47;113.423;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4;4;4;226;233;0.79;0.71;60.76;84.28;51;41;65;75.46;8;8.1;1.015127389;1.483447354;99.478;99.242;83.67;76;0;0.32;0.05;0.16
208;14;5MG;4800000;maj.19;3;19;4;6;5;1.75;0.38;0.05;94;3.64;46.34;162.19;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;2.5;2.7;2.6;2.6;55.1;57.5;1.17;1.15;45.08;52.92;32;25;41;49.98;5.1;5.1;1.480186318;2.400783929;97.796;97.5;96.5;94;0.02;0.17;0.12;0.05
209;14;5MG;4800000;maj.19;3;49;4;6;5;1.64;0.45;0.05;94;2.46;28.26;122.08;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;2.5;2.6;2.6;2.7;54.9;57.7;1.31;1.38;45.08;62.72;31;24;38;49.98;5.1;5.1;1.489081669;2.311866006;98.371;98.371;100.33;98;0.02;0.19;0.14;0.05
210;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.3;3.3;3.4;112;115;0.88;0.88;56.84;72.52;53;42;65;63.7;6.1;6.1;1.676997605;1.956280058;96.604;96.97;96.33;86;0.02;0.26;0.05;0.13
211;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.3;3.3;3.3;111;115;1.37;0.86;62.72;72.52;55;47;64;68.6;6.1;6.2;1.740280533;2.135594698;98.479;98.106;90.67;83;0.03;0.26;0.05;0.13
212;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.3;3.3;3.4;111;114;0.94;0.89;66.64;84.28;55;47;62;73.5;6.1;6.1;1.740280533;2.257246221;98.859;98.485;92.83;84;0.04;0.27;0.05;0.14
213;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.3;3.3;3.4;110;115;0.96;1.09;68.6;88.2;58;45;70;78.4;6.1;6.1;1.835204926;2.407729302;97.753;98.864;91.5;86;0.04;0.31;0.05;0.13
214;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.3;3.4;3.4;110;115;1.31;1.29;62.72;82.32;52;0;61;72.52;6.1;6.1;1.645356141;2.227149605;97.727;97.727;92;87;0.02;0.26;0.05;0.13
215;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.3;3.3;3.3;3.4;111;114;0.98;0.8;56.84;68.6;51;34;61;61.74;6.1;6.1;1.613714676;1.896086826;98.113;98.485;95.5;93;0.02;0.26;0.05;0.13
216;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.3;3.3;3.3;3.4;111;114;0.84;0.86;54.88;62.72;52;36;65;59.78;6.1;6.1;1.645356141;1.835893593;98.092;97.348;94.5;88;0.03;0.28;0.05;0.15
217;25;5MG;240000;maj.19;5;33;4;6;5;1.76;0.19;0.08;94.3;1.22;26.86;156.272;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.3;3.3;3.4;3.4;111;115;1.19;0.95;68.6;90.16;54;44;64;76.44;6.1;6.1;1.708639069;2.34753607;98.859;98.485;95.67;93;0.02;0.26;0.05;0.13
218;22;10M;1920000;maj.19;5;132;4;6;5;2.08;0.2;0.08;94;1.47;38.66;178.783;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3;3.3;3.2;3.3;109;114;1.51;1.1;54.88;72.52;54;42;70;65.66;6;6.1;1.737116387;2.077578542;97.533;97.348;85.33;81;0;0.37;0.05;0.13
219;22;10M;1920000;maj.19;5;132;4;6;5;2.08;0.2;0.08;94;1.47;38.66;178.783;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.1;3.3;3.2;3.2;110;114;0.92;0.97;52.92;64.68;48;41;55;56.84;6;6.1;1.544103455;1.854703978;98.769;98.769;89.5;82;0;0.34;0.06;0.14
220;22;10M;1920000;maj.19;5;134;4;6;5;2.08;0.2;0.08;94;1.47;38.66;178.783;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3;3.3;3.1;3.3;110;114;0.98;0.98;47.04;70.56;49;36;72;54.88;6;6.1;1.576272277;1.736483558;97.538;97.538;88.17;85;0;0.26;0.05;0.12
221;22;10M;1920000;maj.19;5;134;4;6;5;2.08;0.2;0.08;94;1.47;38.66;178.783;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3;3.4;3.3;3.3;112;114;0.77;0.73;60.76;72.52;53;42;82;64.68;6;6;1.654802048;2.080679406;98.579;98.532;87.5;83;0;0.24;0.05;0.11
222;22;10M;1920000;maj.19;5;134;4;6;5;1.77;0.19;0.07;94.3;1.58;42.33;189.227;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.1;3.4;3.2;3.4;110;115;0.89;1.21;50.96;74.48;54;41;66;63.7;6;6;1.686024728;1.988884726;98.767;98.627;86.33;82;0;0.24;0.05;0.12
223;7;20M;1200000;maj.19;2;22;4;6;5;0.71;0.07;0.07;95.4;0;40.27;190.234;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.7;3.9;3.8;3.9;223;230;1.18;0.99;58.8;80.36;50;37;75;66.64;9.1;9.1;0.897355135;1.195994925;96.626;96.553;89.67;89;0.08;0.08;0.05;0.08
224;17;20M;960000;maj.19;3;51;4;6;5;2.05;0.33;0.05;93.5;3.73;47.28;180.33;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4;4.1;218;227;1.3;1;56.84;78.4;42;28;57;66.64;8;8.1;0.815597328;1.278104784;97.491;97.491;91.5;84;0.02;0.28;0.08;0.05
225;17;20M;960000;maj.19;3;51;4;6;5;2.05;0.33;0.05;93.5;3.73;47.28;180.33;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4.1;4.1;4.1;220;229;1.35;1.1;54.88;73.5;47;24;62;67.62;8;8.1;0.912692248;1.296900442;99.431;99.29;91.17;82;0.02;0.13;0.07;0.05
226;17;20M;960000;maj.19;3;85;4;6;5;2.05;0.38;                                                ;93.5;3.73;47.28;180.33;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.9;4;4;4;221;229;1.04;1.14;72.52;88.2;49;36;60;81.34;8;8.1;0.975318471;1.599040654;99.146;98.958;88.17;83;0.02;0.12;0.07;0.05
227;17;20M;960000;maj.19;3;85;4;6;5;1.68;0.38;                                                ;94.1;2.86;33.83;123.98;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4;4.1;221;229;1.86;0.94;66.64;76.44;49;34;60;71.54;8.1;8.1;0.939782929;1.372083077;98.389;98.295;87;83;0.03;0.08;0.05;0.05
228;17;20M;960000;maj.19;3;85;4;6;5;1.68;0.38;                                                ;94.1;2.86;33.83;123.98;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4;4.1;219;228;1.18;1.23;54.88;80.36;52;40;63;70.56;8;8.1;1.009787168;1.353287418;99.242;99.242;92.83;88;0.05;0.05;0.05;0.05
229;17;20M;960000;maj.19;3;86;4;6;5;1.68;0.36;                                                ;94.1;2.86;33.83;123.98;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;4;4.1;4.1;4.1;221;232;1.59;1.32;56.84;78.4;46;33;58;68.6;8;8.1;0.893273264;1.315696101;98.342;98.295;90.67;89;0.03;0.05;0.05;0.05
231;9;5MG;240000;maj.19;5;32;4;6;5;0.95;0.18;0.07;95.1;2.33;39.87;176.738;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;2.8;2.9;2.9;3;109;114;1.01;1.13;49;58.8;49;40;60;53.9;7.1;7.1;1.515793642;1.611793906;97.338;96.97;90.33;84;0.02;0.23;0.05;0.11
232;22;10M;1920000;maj.19;5;134;4;6;5;0.93;0.19;0.08;95.1;1.37;23.47;122.823;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.4;3.3;3.4;112;116;0.99;1.06;68.6;86.24;57;31;73;78.4;6;6.1;1.779692769;2.407729302;98.439;98.532;90.17;85;0;0.25;0.05;0.12
233;22;10M;1920000;maj.19;5;134;4;6;5;0.93;0.19;0.08;95.1;1.37;23.47;122.823;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.886;3.2;3.5;3.4;3.5;111;115;1.1;1.16;60.76;78.4;49;34;72;69.58;6;6.1;1.486199575;2.07580662;98.39;98.39;90.83;83;0;0.24;0.05;0.12
234;22;10M;1920000;maj.19;5;136;4;6;6;0.93;0.19;0.08;95.1;1.37;23.47;122.823;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.1;3.4;3.3;3.5;111;117;1.08;1.22;64.68;78.4;52;34;71;71.54;6.1;6.1;1.596963313;2.134280046;97.443;97.443;92.33;86;0;0.24;0.05;0.12
235;22;10M;1920000;maj.19;5;136;4;6;6;0.93;0.19;0.08;95.1;1.37;23.47;122.823;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.2;3.4;3.3;3.4;112;117;1.03;1.27;56.84;76.44;52;32;70;67.62;6.1;6.1;1.596963313;2.076666523;98.86;98.58;89.33;83;0;0.24;0.05;0.12
236;22;10M;1920000;maj.19;5;136;4;6;6;0.93;0.19;0.08;95.1;1.37;23.47;122.823;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.1;3.4;3.3;3.5;111;115;1.1;1.04;60.76;76.44;49;34;67;68.6;6.1;6.1;1.504830814;2.046569907;98.909;98.722;96.5;91;0;0.26;0.05;0.13
237;22;10M;1920000;maj.19;5;136;4;6;6;0.93;0.19;0.08;95.1;1.37;23.47;122.823;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.2;3.3;3.3;3.4;111;115;2.07;0.99;66.64;88.2;53;41;70;74.48;6.1;6.1;1.676997605;2.287342837;99.053;99.006;92.5;86;0;0.26;0.05;0.13
238;22;10M;1920000;maj.19;5;141;4;6;6;0.95;0.17;0.06;95.1;1.85;45.13;178.481;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.1;3.3;3.3;3.4;112;117;0.94;1.22;66.64;88.2;53;40;67;75.46;6.1;6.1;1.676997605;2.317439454;98.959;99.053;91.17;87;0;0.27;0.05;0.14
239;22;10M;1920000;maj.19;5;141;4;6;6;0.95;0.17;0.06;95.1;1.85;45.13;178.481;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.1;3.2;3.3;3.3;111;115;0.75;1.06;68.6;84.28;56;44;69;75.46;6.1;6.1;1.82729456;2.387664892;99.432;99.384;92.5;86;0;0.26;0.05;0.13
240;22;10M;1920000;maj.19;5;141;4;6;6;0.95;0.17;0.06;95.1;1.85;45.13;178.481;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.1;3.2;3.3;3.3;112;115;0.97;0.85;70.56;90.16;55;44;71;77.42;6.1;6.1;1.7946643;2.449682161;99.29;99.337;94.33;85;0;0.26;0.05;0.13
241;22;10M;1920000;maj.19;5;141;4;6;6;0.95;0.17;0.06;95.1;1.85;45.13;178.481;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;3.1;3.3;3.3;3.4;112;115;0.93;0.77;66.64;88.2;54;39;69;75.46;6.1;6.1;1.708639069;2.317439454;99.053;99.006;93;89;0;0.25;0.05;0.12
230;24;40M;1100000;maj.19;5;30;4;6;6;1.77;0.19;0.07;94.3;1.58;42.33;189.227;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;5.2;5.4;5.4;5.4;444;460;0.97;1.04;103.88;121.52;85;56;105;113.68;10.1;10.1;0.992668269;1.327606221;98.139;98.058;85.42;76;0.08;0.21;0.05;0.09
244;15;40M;1100000;jun.19;3;52;4;7;6;2.39;0.23;0.05;93.5;3.5;42.9;175.5;0.0498;17;51;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;5;5.2;5.3;5.3;442;458;0.89;0.96;101.92;131.32;93;62;118;112.7;10.1;10.1;1.127868789;1.340994573;98.634;98.471;90;84;0.12;0.05;0.05;0.05
242;15;40M;1100000;jun.19;3;53;5;6;6;1.91;0.36;0.05;93.8;3.13;40.9;151.59;0.055;15;49;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;5.1;5.3;5.2;5.4;445;461;0.89;1.04;115.64;137.2;99;71;126;128.38;10.1;10.2;1.177981036;1.484580622;98.344;98.14;90.17;88;0.13;0.05;0.05;0.05
245;15;40M;1100000;jun.19;3;53;4;7;6;1.91;0.36;0.05;93.8;3.13;40.9;151.59;0.0498;17;51;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;5;5.2;5.2;5.3;444;459;3.11;0.99;101.92;127.4;93;67;128;114.66;10.1;10.2;1.127868789;1.350940569;99.029;98.988;86.67;83;0.08;0.05;0.05;0.05
243;15;40M;1100000;jun.19;3;54;4;6;6;0.95;0.36;0.05;94.8;4.41;56.24;188.37;0.055;15;49;82;4.586;0.45;0.35;35.309;126.824;260.205;4.4;1.826;5.1;5.2;5.3;5.4;439;463;1.02;1.16;96.04;129.36;87;65;120;112.7;10.1;10.2;1.055103061;1.303257798;98.569;98.202;84.75;75;0.11;0.05;0.05;0.05
246;10;20M;960000;jun.19;5;46;5;7;6;1;0.19;0.08;95.1;1.4;24.95;143.248;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.7;3.8;3.9;3.9;223;232;0.91;0.9;64.68;78.4;58;41;70;70.56;9.1;9.1;1.068324903;1.266347567;98.864;98.911;88;85;0;0.28;0.05;0.1
255;21;5MG;240000;jun.19;3;112;5;7;6;0.95;0.38;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;111;114;0.88;0.87;53.9;69.58;48;42;55;62.72;6.1;6.1;1.518790284;1.926183442;98.872;99.621;92.5;88;0.02;0.05;0.05;0.05
256;21;5MG;240000;jun.19;3;112;5;7;6;0.95;0.38;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;109;114;1;1.11;50.96;64.68;41;31;51;57.82;6.1;6.1;1.297300034;1.775700361;98.485;98.485;94.67;92;0.02;0.05;0.05;0.05
257;21;5MG;240000;jun.19;3;117;5;7;6;0.95;0.38;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;110;114;0.85;1.11;58.8;68.6;46;39;56;63.7;6.1;6.1;1.455507355;1.956280058;97.727;97.727;89.67;84;0.02;0.05;0.05;0.05
247;21;5MG;240000;jun.19;3;139;5;7;6;0.95;0.39;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.7;3.4;3.4;111;117;1.16;1.08;50.96;68.6;45;22;54;59.78;6;6.1;1.291100017;1.835893593;95.076;95.076;93.17;89;0.02;0.05;0.05;0.05
248;21;5MG;240000;jun.19;3;140;5;7;6;0.95;0.36;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;111;115;0.82;0.9;52.92;62.72;45;37;54;57.82;6;6.1;1.447596989;1.775700361;97.727;97.727;92.83;89;0.02;0.05;0.05;0.05
249;21;5MG;240000;jun.19;3;162;5;7;6;0.95;0.23;;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.4;3.3;3.4;112;116;0.86;0.81;50.96;64.68;48;20;57;57.82;6;6.1;1.498688647;1.775700361;98.491;98.864;94;90;0.02;0.05;0.05;0.05
250;21;5MG;240000;jun.19;3;162;5;7;6;0.95;0.23;;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.4;3.3;3.4;112;115;0.84;0.72;54.88;64.68;47;38;56;58.8;6.1;6.1;1.443409148;1.805796977;97.727;97.727;91;90;0.02;0.05;0.05;0.05
251;21;5MG;240000;jun.19;3;162;5;7;6;0.95;0.23;;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;112;115;0.91;0.89;47.04;66.64;49;39;58;60.76;6.1;6.1;1.550431748;1.865990209;97.348;97.348;92;86;0.02;0.05;0.05;0.05
252;21;5MG;240000;jun.19;3;163;5;7;6;0.95;0.37;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;111;114;0.78;0.74;54.88;68.6;46;39;53;57.82;6.2;6.1;1.43203143;1.775700361;97.348;97.348;92.67;90;0.02;0.05;0.05;0.05
253;21;5MG;240000;jun.19;3;165;5;7;6;0.95;0.43;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.1;3.3;3.3;3.3;108;113;0.87;1.08;49;72.52;48;39;58;58.8;6.1;6.1;1.518790284;1.860518097;96.198;95.833;89;85;0.02;0.05;0.05;0.05
254;21;5MG;240000;jun.19;3;165;5;7;6;0.95;0.43;                                          ;94.8;4.41;56.24;188.37;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.4;3.4;112;116;0.92;1.02;58.8;74.48;50;42;61;66.64;6.1;6.1;1.582073212;2.046569907;96.958;96.591;93.83;91;0.02;0.05;0.05;0.05
