batch;code;tbl_speed_mean;tbl_speed_change;tbl_speed_0_duration;total_waste;startup_waste;weekend;fom_mean;fom_change;SREL_startup_mean;SREL_production_mean;SREL_production_max;main_CompForce mean;main_CompForce_sd;main_CompForce_median;pre_CompForce_mean;tbl_fill_mean;tbl_fill_sd;cyl_height_mean;stiffness_mean;stiffness_max;stiffness_min;ejection_mean;ejection_max;ejection_min;Startup_tbl_fill_maxDifference;Startup_main_CompForce_mean;Startup_tbl_fill_mean;Drug release average (%);Drug release min (%);Residual solvent;Total impurities;Impurity O;Impurity L
280;4;99.93186441;9.090909091;141.3379074;3337.392796;17841;no;49.95261122;17;6.853731343;4.289505247;6.3;9.658229115;0.1250468;9.7;0.332366183;8.389074537;0.083931749;2.599394697;16.44772386;37;9;272.2026013;318;143;1.13;9.865151515;8.264848485;87;81;0.09;0.05;0.05;0.05
281;4;99.89854086;6.861063465;88.67924528;1195.368782;4669;no;49.96890185;11;6.752380952;4.38856161;6.3;9.658251473;0.127557619;9.7;0.366404715;8.488786837;0.097110853;2.61030943;19.18369352;38;3;273.4219057;338;148;0.64;10.755;8.357;89.67;88;0.14;0.05;0.05;0.05
282;4;99.94269826;6.003430532;42.53859348;1238.936535;4487;no;49.98453359;14;8.057894737;4.724682927;6.9;8.951463415;0.108453366;9;0.386146341;8.543112195;0.096980132;2.685160976;23.21219512;42;5;259.6531707;290;175;0.81;8.661111111;8.147777778;89.5;85;0.15;0.05;0.05;0.05
283;4;99.95253746;5.145797599;52.48713551;1744.939966;8724;no;49.98405797;17;7.732352941;4.531139489;7.3;9.358742633;0.09961691;9.4;0.387524558;8.554076621;0.082486434;2.647431238;27.56188605;43;16;262.4896857;312;237;0.72;10.38484848;8.373636364;85.5;81;0.11;0.06;0.05;0.06
284;1;99.99084507;4.166666667;139.1666667;723.75;1633;no;20;8;9.6;3.969395018;5.7;3.558007117;0.050336775;3.6;0;5.397200474;0.025225659;2.103131673;45.33926453;72;32;16.57888493;21;0;0.34;3.677777778;5.397777778;90.33;88;0.03;0.06;0.05;0.06
285;1;100;7.083333333;175.4166667;860;1597;no;20;6;16.44444444;3.962910798;5.2;3.357159624;0.05045418;3.4;0;5.434471831;0.047366143;2.150093897;44.69600939;64;13;9.900234742;22;0;0.13;3.311111111;5.376666667;89.83;84;0.02;0.06;0.05;0.06
286;1;99.9387022;4.166666667;87.5;653.3333333;1334;no;20;4;5.48;3.954982415;5.6;3.955685815;0.055927139;4;0;5.457573271;0.036733986;2.063868699;51.17936694;71;40;10.2028136;26;0;0.24;3.92;5.469;90.17;84;0.04;0.06;0.05;0.06
287;1;99.9735363;4.166666667;75.41666667;1100.416667;2356;no;20;8;3.783333333;3.958669834;5.5;3.761045131;0.054546888;3.8;0;5.456912114;0.036447012;2.088800475;44.72565321;78;27;15.56413302;27;0;0.18;4.041666667;5.404166667;86.83;83;0.04;0.06;0.05;0.06
288;1;99.78238702;6.666666667;89.16666667;1884.166667;4286;no;19.9976825;13;3.721052632;3.894075829;5;3.763151659;0.051823413;3.8;0;5.414893365;0.028155862;2.09;47.47748815;66;36;18.5971564;23;16;0.18;3.752631579;5.366842105;92;88;0.02;0.06;0.05;0.06
289;1;99.93995381;3.333333333;82.91666667;723.75;1737;no;20;7;8.4625;3.921445221;5.1;3.662937063;0.052492135;3.7;0;5.426899767;0.056730785;2.100081585;58.79137529;76;38;19.30536131;27;17;0.31;3.925;5.36625;90.17;84;0.02;0.05;0.05;0.05
290;1;100;2.916666667;115.4166667;472.0833333;1018;no;19.99649533;9;4.357142857;3.850294464;5;3.662426384;0.051981964;3.7;0;5.45138987;0.03608755;2.118857479;46.69375736;72;27;20.22497055;24;18;0.39;3.616666667;5.425;91.33;86;0.05;0.05;0.05;0.05
291;1;100;2.916666667;139.1666667;2179.583333;5056;no;19.99656751;8;4.781818182;3.949413146;6.2;3.864084507;0.055708089;3.9;0;5.399037559;0.058164348;2.059495305;46.37089202;68;30;20.64671362;24;18;0.19;3.428571429;5.309047619;91.83;88;0.02;0.05;0.05;0.05
292;1;100;2.083333333;78.33333333;740;1673;no;19.99417249;6;12.77272727;3.843565525;5.4;3.95974026;0.050729231;4;0;5.394557261;0.043673095;2.054604486;46.27390791;67;36;20.95395514;27;19;0.11;3.955555556;5.39;92.5;88;0.02;0.05;0.05;0.05
293;1;99.93885714;4.583333333;178.75;1724.166667;4049;no;20;8;5.444444444;3.727071179;6.4;4.453208868;0.051310804;4.5;0.1;5.394982497;0.045508867;1.950525088;35.58926488;49;24;29.76896149;36;22;0.09;4.027777778;5.387777778;92.33;86;0.02;0.05;0.05;0.05
294;1;99.99547038;3.333333333;102.9166667;1233.75;2871;no;19.99651972;8;5.886666667;3.765997639;5.7;4.457497048;0.050410768;4.5;0.096694215;5.407768595;0.03097476;1.99;34.97402597;57;25;27.42739079;34;24;0.11;4.614285714;5.438571429;94.17;90;0.04;0.05;0.05;0.05
295;1;100;2.083333333;84.58333333;629.5833333;1448;no;19.99649942;5;10.93333333;3.822523585;5.9;4.258136792;0.055232215;4.3;0.030896226;5.42192217;0.029732512;2.03;35.74292453;49;25;26.94693396;35;20;0.08;4.425;5.4525;94;88;0.04;0.05;0.05;0.05
296;1;99.90813008;3.75;96.66666667;1418.333333;3185;no;20;9;7.506666667;3.788888889;4.9;4.157919622;0.052419999;4.2;0;5.370047281;0.030541428;2.03;35.04964539;55;25;22.35579196;32;16;0.14;4.34;5.372;94.67;90;0.03;0.06;0.05;0.06
297;1;99.99074074;3.75;67.91666667;1331.25;3033;no;20;7;3.88;3.790823529;6;3.958941176;0.052913324;4;0;5.381588235;0.050906458;2.070141176;32.97294118;44;25;24.44941176;31;17;0.07;4.071428571;5.303571429;96.17;95;0.04;0.1;0.05;0.1
298;1;99.94971098;4.166666667;97.08333333;2267.083333;5201;no;19.9965358;9;3.556521739;3.816963227;5.1;4.155871886;0.053593373;4.2;0;5.370237248;0.031018969;2.035112693;42.13879004;61;30;24.07236062;32;20;0.18;4.018181818;5.264545455;93.17;88;0.03;0.05;0.05;0.05
299;14;80.2855912;23.54166667;232.9166667;5201.25;15142;no;30.55699938;39;6.093548387;4.74027307;7.1;6.70259238;0.25227816;6.7;3.216786021;3.763326172;0.077839275;0.807450587;42.54516375;52;32;101.9608517;148;61;0.23;4.209677419;3.680967742;101;96;0.02;0.06;0.05;0.06
300;14;89.99074598;9.583333333;208.9583333;2212.916667;5160;yes;29.99599637;13;9.665384615;4.901550222;13.9;6.077983319;0.075649191;6.1;3.140622327;3.76918627;0.085317394;0.842656116;47.31089607;64;42;113.5353935;150;67;0.27;6.504347826;3.72;97.17;92;0.02;0.05;0.05;0.05
301;21;99.88818898;5;120;1519.583333;3620;no;49.96516854;10;11.78888889;4.038761468;6.8;5.153325688;0.056600555;5.2;0;5.236708716;0.071982378;1.93;36.6766055;54;27;26.68348624;34;22;0.47;6.647058824;5.415294118;89;84;0.02;0.05;0.05;0.05
302;21;99.99474299;5;82.91666667;945;2246;no;49.96149358;11;8.841666667;4.017869822;7.3;5.257633136;0.059850389;5.3;0;5.254982249;0.08350671;1.93;40.11597633;53;30;25.05798817;31;23;0.1;5.2;5.250909091;95.5;91;0.02;0.05;0.05;0.05
303;21;99.99597156;2.916666667;67.08333333;822.0833333;1961;no;50;6;6.94;4.001079137;5;5.359592326;0.053768672;5.4;0;5.241594724;0.050827239;1.93;39.68105516;53;30;25.47601918;30;23;0.18;5.48;5.231;91.67;84;0.02;0.05;0.05;0.05
304;21;100;2.083333333;72.5;520.8333333;1246;no;49.96167247;5;7.1;4.004103165;5.8;5.15052755;0.056004093;5.2;0;5.191418523;0.052186731;1.93;40.02813599;50;32;25.76084408;32;22;0.16;5.071428571;5.207142857;95;88;0.02;0.05;0.05;0.05
305;21;99.93538283;3.333333333;84.16666667;1003.333333;2400;no;49.96292005;7;4.7;3.997294118;5.9;4.954235294;0.057323015;5;0;5.235764706;0.070371327;1.97;42.65647059;60;33;24.63411765;28;22;0.13;5.025;5.245;97.67;94;0.02;0.05;0.05;0.05
306;1;99.94074074;2.5;89.58333333;966.6666667;2056;no;20;4;8.041666667;3.811737089;5.2;4.154342723;0.058916299;4.2;0;5.30741784;0.032027442;2.035187793;42.39084507;59;28;23.58802817;28;19;0.26;4.125;5.300833333;94.5;87;0.06;0.08;0.05;0.08
307;1;99.85224396;5.833333333;107.0833333;2212.916667;5117;no;19.99770115;10;3.973913043;3.786422668;5.8;3.956434475;0.053950684;4;0;5.277827627;0.037684186;2.05;34.79811098;56;8;24.10507674;31;21;0.24;4.090909091;5.207727273;94.33;91;0.03;0.08;0.05;0.08
308;1;100;3.75;88.33333333;1428.333333;3320;no;20;9;5.948;3.796478873;6.1;3.955516432;0.052483255;4;0;5.236103286;0.029893326;2.03915493;32.2241784;53;26;23.11150235;27;20;0.14;3.76;5.24;91.67;86;0.08;0.08;0.05;0.08
309;1;99.84381503;5;119.1666667;1243.75;2802;no;19.99422633;7;3.69375;3.817764706;4.8;3.666235294;0.049269731;3.7;0;5.274541176;0.028887317;2.088011765;32.39764706;48;17;23.05882353;28;14;0.06;3.76;5.271333333;92.17;88;0.05;0.05;0.05;0.05
310;1;99.98053302;4.583333333;90.83333333;957.5;2139;no;19.9976825;13;9.625;3.809165687;5.5;3.76333725;0.051974227;3.8;0;5.296686251;0.028943255;2.09;39.41363102;59;28;22.38307873;27;19;0.33;3.883333333;5.286666667;92.83;88;0.05;0.05;0.05;0.05
311;1;100;3.75;89.58333333;786.25;1704;no;20;8;7.766666667;3.80915493;4.7;3.764671362;0.052062152;3.8;0;5.295962441;0.028394377;2.09;40.08920188;47;29;22.25352113;28;7;0.36;3.833333333;5.267777778;90.67;88;0.04;0.08;0.05;0.08
312;1;99.89208382;3.333333333;87.5;727.9166667;1531;no;20;6;7.275;3.864864865;6.1;3.864512338;0.054753701;3.9;0;5.309529965;0.038360703;2.09;40.36192714;48;29;20.97767333;25;6;0.42;3.85;5.30875;94.67;90;0.05;0.09;0.05;0.09
313;1;99.93395133;5;100.4166667;887.0833333;1955;no;19.99536501;9;3.833333333;3.87587822;6.5;3.955386417;0.054678239;4;0;5.30028103;0.039337011;2.063208431;39.63348946;51;29;21.9028103;26;19;0.48;3.9;5.326666667;91.83;87;0.06;0.08;0.05;0.08
314;1;99.89010477;4.583333333;122.9166667;838.75;1844;no;20;9;2.7;3.888117647;5.6;3.661411765;0.051984254;3.7;0;5.345105882;0.037558599;2.12;40.33764706;47;27;21.83647059;25;19;0.48;3.677777778;5.321111111;92.5;88;0.04;0.09;0.05;0.09
315;1;100;4.583333333;91.66666667;1803.333333;3956;no;20.00232288;10;3.623529412;3.835308057;5.2;3.456990521;0.053008604;3.5;0;5.323566351;0.051774734;2.135722749;39.26066351;50;29;22.19905213;27;19;0.28;3.5125;5.3075;90;82;0.05;0.08;0.05;0.08
316;1;99.99050926;3.333333333;79.16666667;626.6666667;1333;no;19.99768786;8;4.066666667;3.859228972;5.4;3.664135514;0.052191284;3.7;0;5.335443925;0.03055876;2.096623832;39.65771028;50;28;22.22196262;26;20;0.39;3.725;5.38;96.17;91;0.04;0.07;0.05;0.07
317;1;99.91;4.166666667;90.41666667;591.6666667;1212;no;20.11614402;9;6.0625;3.871629543;4.9;3.65908558;0.053974507;3.7;0;5.372215709;0.032758762;2.12;38.31535756;49;28;22.06799531;27;19;0.39;3.557142857;5.382857143;94;90;0.04;0.08;0.05;0.08
318;1;99.92479627;2.5;110.8333333;597.0833333;1236;no;19.99767442;6;11.51;3.909411765;5.7;3.661529412;0.054177779;3.7;0;5.3662;0.03674677;2.12;38.89764706;52;28;22.17294118;27;19;0.33;3.544444444;5.357777778;95.17;91;0.04;0.08;0.05;0.08
319;1;99.89337209;6.25;163.75;625;1182;no;19.99767712;7;5.4;3.899531067;5.3;3.66119578;0.054229346;3.7;0;5.356084408;0.043070555;2.105498242;38.20046893;49;8;22.35052755;25;16;0.33;3.714285714;5.361428571;89.83;87;0.04;0.08;0.05;0.08
320;1;99.99113186;3.75;105.4166667;895.4166667;1945;no;20;9;3.244444444;3.893514151;5.9;3.660613208;0.055876415;3.7;0;5.376757075;0.034263752;2.12;38.19811321;49;30;22.94339623;26;20;0.35;3.733333333;5.313333333;92.83;88;0.04;0.08;0.05;0.08
321;2;119.9213366;3.90625;32.39583333;732.4479167;11092;no;44.28297946;22;5.826470588;4.832860644;6.2;3.914653361;0.300517127;3.7;0.025752801;5.344310224;0.047784907;1.631323529;590.3613445;688;212;166.6668417;308;114;1.42;4.632352941;4.837058824;94.67;91;0.05;0.05;0.05;0.05
322;2;119.9342402;2.8125;33.07291667;392.7083333;810;yes;39.99220509;4;4.233333333;4.562528178;12.7;3.993963573;0.084677955;4;0.07217693;5.393899393;0.046565121;1.605866435;572.2031223;732;216;133.0496097;232;83;0.08;3.95;5.37;88;85;0.05;0.05;0.05;0.05
323;2;119.9609289;2.135416667;39.42708333;540.15625;1776;no;40;9;4.442857143;4.137867266;6.3;3.660985307;0.233968848;3.6;0.015090752;5.400145203;0.036432069;1.654890233;575.6051858;678;254;119.9576491;173;72;0.34;4.5;5.302857143;89;84;0.05;0.05;0.05;0.05
324;2;119.9929704;0.729166667;15.41666667;192.6041667;3578;no;40;7;4.433333333;4.479236483;5.8;3.660459492;0.054225682;3.7;0;5.365379167;0.026713215;1.66;592.1157367;664;469;117.9150112;140;104;0.2;3.96;5.334;88.5;81;0.05;0.05;0.05;0.05
325;3;119.9905693;3.541666667;42.1875;846.9791667;8055;no;6.159770502;7;6.72361516;4.223008547;6;6.493584773;0.066025711;6.5;0.002749383;6.228864998;0.018822395;2.132195982;15.71871695;24;9;4.197039126;9;1;1.63;7.530769231;5.888461538;89.5;87;0.06;0.05;0.06;0.05
326;3;119.984154;1.666666667;30.41666667;1172.8125;11225;no;6.140151134;14;4.315047022;4.930486524;8.6;6.461959958;0.122014975;6.5;0.034246575;6.143818054;0.042997319;2.123515982;18.34457323;22;11;10.27818757;17;0;0.23;6.189189189;6.062702703;89.17;88;0.07;0.05;0.07;0.05
327;3;119.9973001;1.875;33.4375;1279.6875;12154;no;6.107330218;11;4.489320388;4.737056188;7.9;6.050421053;0.123657401;6;0;6.100336842;0.049545766;2.176922807;19.09263158;24;14;1.815087719;11;0;0.32;6.502564103;6.017435897;85.33;80;0.07;0.05;0.07;0.05
328;4;99.94814462;5.488850772;68.26758148;3772.898799;21953;no;58.83325416;36;5.787058824;3.807871287;5.3;10.15727723;0.134534629;10.2;0.29009901;8.072945545;0.059243096;2.621950495;14.95;18;12;7.852970297;108;0;1.94;12.23902439;8.321219512;85.5;82;0.08;0.06;0.05;0.06
329;4;99.96610979;5.317324185;82.50428816;3090.566038;17951;no;59.70419847;10;6.566666667;3.926361446;8.2;10.45790743;0.231039638;10.5;0.276470588;8.10752657;0.044644214;2.635222712;16.59112825;19;13;95.27594568;286;0;0.53;10.38571429;7.946190476;91.5;89;0.1;0.05;0.05;0.05
330;4;99.98074357;3.430531732;46.82675815;759.348199;3862;no;59.97951405;9;4.983333333;3.775780875;5.4;10.15790485;0.136424932;10.2;0.270398847;8.148390197;0.043522249;2.669360884;18.90581451;24;13;274.4915906;287;264;0.33;10.64117647;7.930588235;88;78;0.1;0.06;0.05;0.06
331;4;99.99890424;1.715265866;30.70325901;560.7204117;3008;no;59.93910561;9;6.452941176;3.742829736;5.1;9.954244604;0.124947081;10;0.25793765;8.194896882;0.055772807;2.691822542;21.25899281;29;17;271.5189448;284;266;0.42;10.22857143;7.858571429;89.17;84;0.14;0.07;0.05;0.07
332;11;99.94186766;6.041666667;95.83333333;1434.166667;5726;no;59.86929716;14;15.00833333;6.713078849;8.4;6.452163009;0.059060172;6.4;0.004451411;3.614363636;0.082332028;0.817742947;51.97366771;55;44;210.5981191;260;107;0.46;5.759090909;3.619545455;94.83;89;0.04;0.24;0.05;0.12
335;13;119.9780045;1.09375;18.95833333;313.4375;5932;no;79.98920308;13;7.9875;4.487248322;6.1;4.2547238;0.050739508;4.3;0;5.193302358;0.023780869;1.55;553.70074;664;481;116.3591464;139;106;1.02;4.468181818;4.99;91.33;88;0.02;0.05;0.05;0.05
336;13;119.9620618;1.197916667;22.91666667;416.7708333;7574;no;30.02555249;15;4.977777778;5.13670425;6.7;3.760052038;0.056729609;3.8;0;5.489601041;0.037725685;1.621920208;533.9621856;600;438;117.6156114;164;104;0.17;3.865384615;5.277307692;93.67;91;0.02;0.05;0.05;0.05
337;13;119.9732346;2.96875;27.23958333;551.71875;6099;no;29.99776132;8;7.186363636;5.101365601;6.5;3.678115817;0.178905474;3.7;0;5.463970614;0.045441386;1.632122731;535.5187554;616;0;114.9725151;132;0;0.09;3.947619048;5.31047619;91.17;86;0.02;0.05;0.05;0.05
338;13;119.9935629;0.78125;15.15625;296.1979167;5534;no;29.99775087;10;7.14;5.180451389;6.7;3.556458333;0.057165418;3.6;0;5.567866319;0.038371244;1.66;534.3277778;609;448;114.2814236;131;101;0.4;3.710526316;5.352105263;93.67;88;0.02;0.06;0.06;0.05
339;13;119.8321619;4.6875;65.05208333;892.5;4394;yes;53.2860341;7;7.129411765;4.526096718;10.7;4.598237733;0.769561109;4.4;0.077608846;5.477045612;0.146928862;1.50935038;563.306669;784;236;130.7126814;187;70;0.23;4.111764706;5.524705882;91.17;87;0.02;0.05;0.05;0.05
340;13;119.9712129;1.09375;21.25;245.9895833;4624;no;69.99090909;11;4.182352941;4.24298985;6;4.762360227;0.050843568;4.8;0;5.251008085;0.027404632;1.47;599.1028729;682;256;130.4293824;163;74;0.16;5.24375;5.2825;90.33;84;0.03;0.05;0.05;0.05
341;13;119.9685552;0.677083333;13.64583333;248.0208333;4715;no;69.98209058;10;5.678947368;4.505753283;6.2;3.760297167;0.051813974;3.8;0;5.288638563;0.033089497;1.619918798;594.5076019;669;444;109.9355563;124;100;0.09;4.147368421;5.251052632;87.83;81;0.02;0.05;0.05;0.05
342;13;119.988636;0.78125;17.23958333;385.1041667;7316;no;69.99086207;12;6.365384615;4.431711119;6.9;3.761465189;0.051642022;3.8;0;5.279090752;0.039525872;1.61700381;601.1960513;675;385;112.4579148;126;78;0.16;3.712;5.2084;89.83;81;0.02;0.05;0.05;0.05
343;13;119.972089;1.354166667;20.41666667;312.1875;5910;no;70;13;6.442857143;4.389023546;6.6;4.455747922;0.050776088;4.5;0;5.255161011;0.027468204;1.52;598.6404086;671;398;124.4679709;160;75;0.04;4.20952381;5.24047619;92.33;83;0.02;0.05;0.05;0.05
333;12;119.6946799;15.625;83.95833333;814.5833333;6804;no;29.99751861;12;8.97826087;4.658871685;7.1;8.756425774;0.563034492;9.1;0.005838377;3.825943396;0.076984805;0.924371663;57.9010324;70;28;146.5144179;220;77;0.47;6.29047619;3.78;90;87;0;0.23;0.05;0.12
334;12;107.108147;11.82291667;328.6458333;2491.822917;33257;no;73.49048659;65;10.28951613;4.231647583;6.7;8.329705648;0.309931091;8.5;0;3.758499602;0.121373788;0.943396977;55.81925219;69;33;135.8378679;184;76;1.11;8.439090909;3.825363636;88.5;82;0;0.24;0.05;0.11
344;10;119.9754237;1.25;38.125;796.6666667;7622;no;49.97741708;10;8.481481481;2.524153901;4.2;8.560491628;0.10022875;8.6;0;4.73926612;0.038176953;1.23354471;67.60064125;75;57;193.679373;214;174;1.79;8.808;4.4732;85.5;80;0;0.24;0.05;0.1
345;10;119.8743009;2.291666667;26.45833333;235.5208333;2125;no;50;7;5.9875;2.658821441;6.1;8.75885694;0.108222859;8.8;0;4.742903798;0.042942412;1.237326944;70.4543841;75;43;199.0482783;219;95;0.35;9.575;4.58875;85.67;80;0;0.25;0.05;0.11
346;10;119.983357;1.666666667;28.75;196.0416667;1805;no;49.98864846;7;4;2.798718861;3.9;9.059288256;0.114213419;9.1;0;4.764491103;0.037552016;1.22;71.09715302;76;59;196.202847;211;181;0.42;8.8375;4.57125;83.5;80;0;0.23;0.05;0.11
347;15;79.95176325;3.545454545;167.7272727;280.7272727;2374;no;82.36165908;1;4.205142857;4.563898541;7.2;10.16035589;0.145079468;10.2;4.266873577;8.850862818;0.143965324;2.527289468;33.79205462;45;2;267.9437203;465;185;0.66;9.3;8.588125;87.67;81;0.09;0.05;0.05;0.05
348;15;79.98170958;1.818181818;31;541.6363636;5749;no;99.95268924;2;4.103559871;5.023837552;6.6;9.458868628;0.121395532;9.5;3.202590137;8.770136759;0.120204928;2.648632408;39.13489432;45;2;247.0408206;290;161;0.45;9.955172414;8.656551724;88.17;86;0.14;0.05;0.05;0.05
349;15;99.94830334;6.272727273;118.3636364;2820.181818;3560;yes;33.83064675;1;7.869447139;1.417603696;13.4;9.874083634;0.596317557;9.6;2.526226123;8.357219928;0.129054996;2.593549303;42.28446051;73;4;273.7235416;540;125;0.36;9.64375;8.03125;88.83;82;0.1;0.05;0.05;0.05
350;15;80.26325562;7.454545455;110.1818182;2549.909091;24902;no;66.62332864;1;4.215335463;5.001375457;6.9;9.763533123;0.139064005;9.8;0;8.739274448;0.112160484;2.609192429;40.04058885;52;11;292.9808623;348;173;1.05;9.659782609;8.447065217;83.67;80;0.11;0.05;0.05;0.05
351;15;79.99954742;1.636363636;31.09090909;595.2727273;6115;no;79.96348884;7;6.061481481;4.457807953;5.7;9.457908903;0.106792386;9.5;0;8.664819876;0.145873021;2.643132505;43.90455487;57;18;281.9724638;563;167;0.57;9.193548387;8.576774194;85.08;78;0.1;0.05;0.05;0.05
352;9;99.80447585;16.25;161.6666667;2400;4275;no;69.59764706;14;7.263157895;6.254873646;7.9;7.046690734;0.103948548;7;0.020697954;3.826365824;0.103379199;1.013561974;51.188929;55;41;132.1949458;160;81;0.3;8.127777778;3.765555556;90.83;88;0.03;0.24;0.05;0.11
353;9;99.85630952;11.25;127.5;1499.166667;2805;no;70;6;10.79285714;5.79346247;7.8;7.654358354;0.097417004;7.7;0;3.866029056;0.095004786;0.981561743;51.77602906;58;40;132.3389831;150;93;0.19;7.535714286;3.711428571;89.83;87;0.02;0.25;0.05;0.11
354;3;119.8889638;4.791666667;47.8125;997.6041667;8842;no;6.637143729;7;2.80724234;4.746333105;6.9;5.875779291;0.256166025;5.9;0.044213544;6.606162666;0.070806927;2.067982802;49.23719097;72;11;187.3658187;208;99;0.87;6.025925926;6.615555556;86.83;83;0.08;0.05;0.08;0.05
355;12;99.90904886;11.25;69.27083333;1402.96875;18651;no;89.89651684;46;7.217808219;5.292900964;7;8.35169442;0.091585614;8.3;2.769909436;3.72107362;0.078238467;0.958118609;63.0059889;94;39;111.1898919;167;70;0.4;6.369444444;3.643472222;90.33;81;0;0.23;0.05;0.1
356;12;100.0728106;16.09375;69.42708333;1545.625;11497;no;89.94704684;26;9.305263158;4.598829725;8;8.535561732;0.129940025;8.5;3.654183733;3.856658865;0.072749823;0.960582212;62.02925688;83;41;117.6642774;164;72;0.43;9.344736842;3.686052632;93;85;0;0.25;0.05;0.11
357;12;99.93529412;4.6875;77.08333333;1188.177083;8478;yes;89.97857964;8;9.127777778;4.735852601;10.5;9.394839549;0.937295746;9.6;4.502688638;3.789496964;0.084739137;0.896220006;61.52269442;97;44;130.4881469;196;73;0.4;9.282857143;3.654;93;85;0;0.23;0.05;0.1
358;10;119.9118861;3.020833333;47.1875;1258.229167;11208;no;49.98861615;19;5.405405405;3.205731795;5.2;8.36186013;0.138750284;8.4;0.114996395;4.721059841;0.065081945;1.157974045;66.82624369;70;40;163.5638068;182;91;0.57;9.166666667;4.495;87.5;85;0;0.22;0.05;0.09
359;10;119.951598;1.041666667;19.6875;304.4791667;2911;no;49.9886404;9;6.283333333;3.256256684;5.1;8.258003565;0.137057965;8.3;0.075864528;4.722802139;0.045462339;1.167782531;67.73262032;73;58;164.4395722;195;146;0.5;7.954545455;4.415454545;84.83;82;0;0.22;0.05;0.09
360;10;119.9048798;3.958333333;72.08333333;1425.520833;4168;yes;49.98868458;11;6.113333333;3.446782794;14.6;8.719729826;0.730443218;8.3;0.173906861;4.725748311;0.096952772;1.10813722;66.66619268;75;46;177.3665126;227;94;0.46;7.793333333;4.408;89.5;84;0;0.22;0.05;0.09
361;10;119.9596181;1.666666667;35.52083333;928.0208333;8905;no;50;15;4.3;3.462223016;5.3;8.860328806;0.133429901;8.9;0.169764117;4.701100786;0.039934741;1.092430307;71.73195139;78;62;186.891351;226;160;0.3;9.75;4.594333333;86.17;82;0;0.18;0.05;0.06
362;10;119.9312566;4.791666667;45.10416667;2046.458333;19526;no;49.98867657;29;3.079661017;3.357065414;4.9;8.159848211;0.147734319;8.2;0.06938923;4.702652692;0.042765606;1.149830141;74.19949404;78;42;174.0693892;219;124;0.49;9.027586207;4.441206897;86;84;0;0.21;0.05;0.09
363;10;119.9328496;1.979166667;31.97916667;395.625;3401;no;50;5;3.469230769;3.328093883;5.3;8.160846373;0.150888729;8.2;0.054516358;4.702876956;0.078526146;1.158826458;73.71088193;78;35;167.8477952;192;98;0.35;8.9;4.450769231;87.67;85;0;0.21;0.05;0.09
364;5;119.9858601;1.166666667;15.08333333;248.4583333;5801;no;59.93944903;17;7.447619048;4.679396914;8.6;6.859741899;0.064794769;6.9;0.039163978;3.586361341;0.06155898;0.868201711;65.72001683;115;59;173.4276897;436;143;0.15;6.361904762;3.646190476;91.17;86;0.02;0.14;0.06;0.08
