batch;code;tbl_speed_mean;tbl_speed_change;tbl_speed_0_duration;total_waste;startup_waste;weekend;fom_mean;fom_change;SREL_startup_mean;SREL_production_mean;SREL_production_max;main_CompForce mean;main_CompForce_sd;main_CompForce_median;pre_CompForce_mean;tbl_fill_mean;tbl_fill_sd;cyl_height_mean;stiffness_mean;stiffness_max;stiffness_min;ejection_mean;ejection_max;ejection_min;Startup_tbl_fill_maxDifference;Startup_main_CompForce_mean;Startup_tbl_fill_mean;Drug release average (%);Drug release min (%);Residual solvent;Total impurities;Impurity O;Impurity L
187;10;160;1.25;23.02083333;1013.020833;9725;no;30;12;4.683333333;3.223763066;5.2;9.662369338;0.205652251;9.7;1.925226481;5.099993031;0.026781047;0.85;194.7247387;209;162;294.615331;317;274;0.5;10.30416667;4.974166667;88.17;84;0;0.24;0.05;0.11
188;13;119.9824136;1.458333333;18.54166667;266.5104167;4624;no;79.89071229;15;11.23333333;4.633239733;7.7;6.361705862;0.062261261;6.4;0;5.33045279;0.042015719;1.464210249;0.181993682;15;0;182.1486486;403;157;2.43;5.410714286;5.703571429;93.83;87;0.03;0.2;0.1;0.05
189;13;119.963491;1.510416667;28.90625;208.1770833;2804;no;79.93244182;7;4.354545455;4.885227075;10.4;5.558578645;0.062983325;5.6;0;5.315199443;0.076864396;1.536796725;0.099460024;16;0;162.0773384;266;92;0.17;6.254545455;5.319090909;91.5;84;0.03;0.13;0.08;0.05
190;13;119.983834;0.625;19.79166667;357.5;6177;no;80;9;4.991304348;5.051638773;8;5.154532775;0.059027498;5.2;0;5.333338563;0.036863438;1.57;0.080369596;18;0;158.3976639;196;100;0.09;5.360869565;5.313478261;90.33;83;0.04;0.18;0.08;0.05
191;17;99.93721205;4.583333333;59.89583333;1371.354167;11454;no;79.98139947;21;6.615909091;3.395393359;5.1;7.431229435;0.637572738;7.9;0;6.287505235;0.078584488;1.990125636;49.36553993;58;39;200.6530063;255;110;0.59;7.830232558;6.053488372;87.92;78;0.03;0.06;0.06;0.05
192;17;99.98050074;1.5625;33.125;446.5625;4149;no;79.98174323;11;9.294736842;3.310601125;7.7;6.859105715;0.091237054;6.9;0;6.272200178;0.096558605;2.020242819;54.12466686;59;43;191.3313592;224;121;0.28;6.738888889;6.226666667;88.17;83;0.05;0.14;0.06;0.05
193;17;119.9003173;5.625;42.08333333;834.5833333;7503;no;79.95560254;12;6.2;5.807503556;8.6;6.052508004;0.144913545;6;0;6.336905016;0.091535097;2.104581999;64.80184988;71;0;206.1586624;223;0;0.36;6.452;6.0888;90.33;85;0.03;0.1;0.05;0.05
194;17;119.9971429;1.458333333;24.16666667;517.3958333;4820;no;80;9;7.423529412;5.808868393;8.8;6.459311813;0.088403281;6.5;0;6.355306846;0.096265265;2.073554452;66.97339482;71;60;207.2937212;226;193;0.7;6.15;6.02125;88.5;85;0.04;0.05;0.05;0.05
195;15;79.94374115;7.090909091;66.36363636;2553.454545;24351;no;19.99889665;1;14.37965879;3.663408896;6.6;10.15233858;0.094424987;10.2;3.677110927;9.59553394;0.378065658;2.388321606;44.55484272;48;39;344.7450331;407;136;2.45;8.126548673;9.755309735;88.17;83;0.1;0.06;0.05;0.05
196;23;119.9697946;2.8125;55;944.2708333;8112;no;79.9780531;15;6.151851852;6.234917798;10.2;5.051751251;0.101201963;5;0;6.18735168;0.097778097;2.219774839;64.95175125;71;47;199.1340243;222;117;0.7;6.919230769;6.135384615;85.33;82;0;0.27;0.05;0.13
197;23;119.8257951;7.1875;29.27083333;1272.083333;9634;no;79.97809961;12;7.35;6.116791711;8.7;5.557127546;0.113012087;5.6;0;6.202004287;0.09727645;2.158613791;64.70418006;71;45;206.7756342;271;111;0.8;5.070967742;5.977419355;87.33;80;0;0.26;0.05;0.12
198;23;119.8562126;12.91666667;78.64583333;1089.375;5098;no;79.95603236;10;8.561111111;5.901769912;12;5.854941552;0.105833678;5.9;0.003825717;6.298884166;0.09375312;2.13465108;63.06482465;71;42;199.3928445;252;100;0.61;6.066666667;5.99;87.67;80;0;0.24;0.05;0.11
199;23;119.921006;5.833333333;44.58333333;1375.9375;11668;no;80;22;5.461111111;5.200502332;8.4;5.455651238;0.096266435;5.4;0;6.359138859;0.093823491;2.185547183;64.5941873;69;42;191.0078938;222;101;0.57;5.963888889;6.088611111;86.33;83;0;0.22;0.05;0.1
200;23;119.9506704;4.166666667;42.08333333;2130.520833;20408;no;79.97777778;36;4.096774194;3.565380454;6.2;6.659358096;0.087554678;6.7;0.089469888;6.294111071;0.081427855;2.04;60.90155067;65;57;206.5874504;225;184;0.63;5.863934426;6.338852459;88.42;79;0;0.25;0.05;0.09
201;23;119.9559083;2.5;31.5625;835.1041667;7476;no;79.97778561;11;5.488461538;4.077224199;9.7;6.05594306;0.096403372;6;0.000177936;6.326501779;0.096058145;2.109779359;63.30640569;67;47;195.0434164;218;137;0.59;6.504;6.2344;90.83;83;0;0.27;0.05;0.1
202;23;119.943529;3.020833333;35.9375;721.4583333;5714;no;79.97808413;9;5.578947368;4.050142349;7;5.758469751;0.082854511;5.8;0;6.354637011;0.082958983;2.144540925;66.2366548;71;52;194.5711744;217;106;0.25;6.072222222;6.23;86.67;81;0;0.22;0.05;0.1
203;23;119.9935893;1.25;23.95833333;371.1458333;3156;no;80;6;5.446153846;4.505378627;8.4;5.860191083;0.096691274;5.9;0;6.259946921;0.092192742;2.122905166;67.92427459;71;50;196.6599434;213;113;0.45;6.107692308;6.103846154;87.25;74;0;0.29;0.05;0.14
204;23;119.9930546;1.354166667;25;227.2916667;2063;no;79.97768332;9;8.03;4.256914326;8.9;5.956807679;0.089970228;6;0;6.306487736;0.083480688;2.130415926;67.60398151;73;60;200.5040882;214;185;0.66;6.088888889;6.056666667;84.33;74;0;0.3;0.05;0.15
205;23;119.9712822;1.5625;40.10416667;254.0625;2257;no;79.97810734;9;6.68;4.220729979;8;5.8602764;0.080050021;5.9;0;6.295485471;0.080558765;2.13;65.03897945;71;61;198.2413182;223;182;0.66;5.922222222;5.91;83.67;78;0;0.27;0.05;0.13
206;23;119.9869304;2.5;30.83333333;918.2291667;8564;no;79.97810734;11;7.471428571;4.535342368;7.2;5.857988588;0.098383393;5.9;0;6.265866619;0.097196511;2.133338088;67.87446505;74;42;200.5977175;224;126;0.75;4.962962963;5.970740741;85.33;77;0;0.26;0.05;0.12
207;23;119.9388044;1.770833333;24.58333333;496.1458333;4161;no;79.97772277;11;6.125;3.391429587;7.1;5.952382646;0.102501679;5.9;0;6.309975107;0.09534729;2.125039118;68.12980085;72;18;202.64367;218;117;0.66;6.833333333;5.928;83.67;76;0;0.32;0.05;0.16
208;14;99.92502041;81.875;983.9583333;8251.041667;3444;yes;89.77457824;17;11.99375;4.800314429;11.3;6.13707616;0.436404786;5.9;4.103834257;3.593259994;0.091955874;0.849694777;42.77531369;55;0;113.8818792;178;0;0.31;3.866666667;3.622666667;96.5;94;0.02;0.17;0.12;0.05
209;14;99.98627269;12.5;168.3333333;2321.458333;7745;no;89.9748971;16;7.135294118;5.379779262;6.8;7.951769217;0.06390072;7.9;4.427598629;3.524393702;0.086352974;0.776622509;44.42635524;51;34;111.0443902;165;78;0.33;7.421875;3.5528125;100.33;98;0.02;0.19;0.14;0.05
210;25;99.85263775;5.833333333;96.66666667;973.75;2308;no;50;9;4.292307692;4.261309524;7.5;3.867619048;0.047074588;3.9;0.009285714;5.308166667;0.077327043;1.787988095;645.4035714;774;166;188.3964286;221;126;0.39;4.230769231;5.446153846;96.33;86;0.02;0.26;0.05;0.13
211;25;99.8245977;10.41666667;361.25;1100.416667;2339;no;50;7;4.909090909;4.468335274;7.7;3.665308498;0.048113517;3.7;0;5.246658906;0.084667945;1.773457509;627.2107101;761;226;179.0116414;221;122;0.15;3.863636364;5.240909091;90.67;83;0.03;0.26;0.05;0.13
212;25;99.91446759;2.916666667;135.8333333;540;1291;no;49.96300578;5;9.011111111;4.414369159;7.6;3.560397196;0.049174055;3.6;0;5.255327103;0.078122025;1.79;582.182243;741;518;167.0852804;186;151;0.08;3.5375;5.2175;92.83;84;0.04;0.27;0.05;0.14
213;25;99.91609195;4.583333333;141.25;629.5833333;1483;no;30.03099885;8;11.15555556;4.766357309;8.4;3.556844548;0.052516434;3.6;0;5.347819026;0.074046002;1.79;562.9756381;733;501;167.2308585;179;148;0.24;3.6;5.2425;91.5;86;0.04;0.31;0.05;0.13
214;25;99.98937644;5.416666667;111.6666667;1363.75;3243;no;30;9;7.106666667;5.041010576;8.2;3.15346651;0.050378261;3.2;0;5.348554642;0.093683586;1.855769683;537.3349001;701;475;155.2878966;168;144;0.15;3.053333333;5.258666667;92;87;0.02;0.26;0.05;0.13
215;25;99.95051546;3.333333333;75.41666667;631.6666667;1496;no;30;4;4.190909091;5.011587486;8.2;3.156662804;0.050510031;3.2;0;5.314171495;0.081717232;1.85;568.0115875;818;463;154.433372;164;144;0.19;3.3;5.235;95.5;93;0.02;0.26;0.05;0.13
216;25;99.94890427;8.75;116.25;1867.083333;4462;no;30;15;5.575;5.229043684;8.4;3.056670602;0.050056836;3.1;0;5.334132231;0.082150018;1.87;731.6458087;887;551;158.2857143;167;148;0.27;3.19;5.249;94.5;88;0.03;0.28;0.05;0.15
217;25;99.99492503;11.25;132.5;808.75;1912;no;30;7;13.54545455;5.280023364;9.2;3.157593458;0.049919731;3.2;0;5.344310748;0.076778662;1.869626168;746.0852804;952;538;161.4929907;171;150;0.11;3.227272727;5.340909091;95.67;93;0.02;0.26;0.05;0.13
218;22;119.9652734;1.875;61.97916667;857.5;6188;no;79.99564612;13;9.42173913;5.319618814;12.3;7.302220668;1.179168152;6.9;0.011120825;4.997611471;0.026544533;1.638503235;45.17730372;87;14;117.6077986;130;108;0.85;8.352173913;4.735652174;85.33;81;0;0.37;0.05;0.13
219;22;119.9880576;0.416666667;24.63541667;237.0833333;1780;no;80;5;6.55;5.266000348;9.1;6.955066922;0.054579565;7;0;4.998230488;0.019269457;1.679247349;40.28246132;93;25;124.8486007;130;121;0.04;6.7375;5.105;89.5;82;0;0.34;0.06;0.14
220;22;119.897845;5.104166667;37.34375;1133.229167;12574;no;79.9694179;27;5.95;5.086964129;14.7;6.379394258;1.769782981;5.8;0.517577031;5.007981443;0.034584929;1.731041667;38.89828431;60;13;123.5784314;129;116;0.35;9.247619048;5.028333333;88.17;85;0;0.26;0.05;0.12
221;22;119.9701108;1.40625;32.60416667;713.6979167;7663;no;40.00692281;11;4.796;4.291256736;7.1;5.064992178;0.596613272;5;0.359516774;5.056420998;0.027052749;1.823848427;33.49643664;49;15;123.0830871;128;116;0.33;7.076;4.9372;87.5;83;0;0.24;0.05;0.11
222;22;119.9114748;1.614583333;47.08333333;461.0416667;1443;yes;39.99164491;10;9.377777778;4.158228731;13.4;5.370770841;0.136514378;5.4;0.414963376;5.060081967;0.045979583;1.77523195;32.40129055;47;19;121.7078828;133;102;0.24;5.355555556;5.195555556;86.33;82;0;0.24;0.05;0.12
223;7;119.9677219;2.75;55.66666667;1351.25;12868;no;70;10;5.57804878;4.893909065;6.8;7.415384615;0.49405282;7.3;0;4.689316557;0.03454703;0.981275379;759.4555333;2305;476;135.0488991;427;116;0.3;9.009756098;4.54804878;89.67;89;0.08;0.08;0.05;0.08
224;17;159.8995843;10.9375;73.64583333;1605.416667;13050;no;79.97090069;20;22.38484848;5.163602251;8.9;5.953658537;0.123573918;6;0;6.860816135;0.074585606;1.828555347;240.9272983;266;17;480.7420263;540;189;1.07;4.712121212;6.307575758;91.5;84;0.02;0.28;0.08;0.05
225;17;159.9747832;4.6875;48.4375;409.375;3740;no;79.95133333;8;10.975;5.565524194;7.6;7.157930108;0.145468251;7.2;0.007526882;6.949240591;0.0439542;1.823091398;236.3837366;271;216;483.0477151;549;365;0.12;6.772727273;6.853636364;91.17;82;0.02;0.13;0.07;0.05
226;17;159.9761714;1.145833333;13.125;418.125;3989;no;79.94916388;9;7.163636364;4.811725067;6.1;7.362668464;0.131877446;7.4;0.124191375;6.843645553;0.037876699;1.809595687;238.9238544;247;204;471.1091644;527;176;0.4;8.04;6.612;88.17;83;0.02;0.12;0.07;0.05
227;17;160;1.458333333;54.27083333;1226.25;11734;no;79.88070893;14;5.516129032;5.249094708;7.1;6.761350975;0.12858105;6.8;0.094637883;6.835111421;0.055381365;1.874178273;231.6497214;243;187;452.1594708;510;367;0.36;7.682142857;6.742142857;87;83;0.03;0.08;0.05;0.05
228;17;160;0.625;25.10416667;339.4791667;3250;no;79.9566343;8;7.96;5.638436482;7.4;7.053550489;0.132073401;7.1;0.199478827;6.971993485;0.05740192;1.86267101;213.971987;234;194;431.7218241;490;351;0.32;7.388888889;6.721111111;92.83;88;0.05;0.05;0.05;0.05
229;17;160;1.041666667;26.14583333;1227.1875;11746;no;79.95724138;9;5.957142857;5.672362869;7.7;6.656540084;0.127041187;6.7;0.225527426;6.913255977;0.069807339;1.925956399;223.164557;240;192;405.9683544;481;344;0.41;6.574074074;6.691851852;90.67;89;0.03;0.05;0.05;0.05
231;9;99.99378664;5.416666667;147.9166667;2599.166667;6042;no;19.99416569;13;8.633333333;5.107710843;6.3;5.860072376;0.085185189;5.9;0;3.925199035;0.048582468;1.070168878;3.904704463;11;2;128.9541616;144;120;0.11;6.095833333;3.859583333;90.33;84;0.02;0.23;0.05;0.11
232;22;119.9208793;9.166666667;71.19791667;798.2291667;6445;no;79.95659783;18;7.234782609;4.686136004;8;4.043698365;0.558481558;4;0.057250835;5.498896115;0.061251694;1.702791352;91.65916681;1968;0;20.94603621;652;0;1.16;5.595;5.0275;90.17;85;0;0.25;0.05;0.12
233;22;119.8202813;10.72916667;57.34375;913.5416667;7325;no;79.58401107;16;9.2;5.559391833;10.7;3.151734961;0.101694946;3.2;0.053199651;5.431414124;0.064490209;1.789180471;794.5853531;2369;0;53.59459459;129;0;0.18;3.1125;5.37;90.83;83;0;0.24;0.05;0.12
234;22;119.8542887;7.760416667;90.78125;1835.520833;17034;yes;79.97821541;15;6.281818182;5.529104346;14.1;3.733597325;0.652849936;3.7;0.118637804;5.465029919;0.0535204;1.702465681;949.8847237;2369;0;104.3621964;371;0;0.1;3.053703704;5.397962963;92.33;86;0;0.24;0.05;0.12
235;22;119.8357564;8.4375;43.69791667;660.3125;3180;no;69.5085863;9;6.542857143;5.359798296;9;3.659085376;0.088271113;3.7;0.202260476;5.406179795;0.057733375;1.726136324;1665.160146;2369;0;70.68927143;309;0;0.14;3.861538462;5.386923077;89.33;83;0;0.24;0.05;0.12
236;22;119.9025174;6.614583333;59.11458333;710.6770833;5095;no;100.7214025;9;7.983333333;5.151384294;8.7;3.733402995;0.45534877;3.4;0.174973877;5.400707071;0.063613711;1.716483804;1729.052072;2369;0;71.5780216;128;0;0.12;3.594444444;5.343888889;96.5;91;0;0.26;0.05;0.13
237;22;119.97879;2.03125;41.71875;429.375;6754;no;99.88633994;11;8.88;4.950864025;8.2;3.954651772;0.087303781;4;0.186524699;5.4237668;0.049219666;1.703187293;1640.237563;2369;0;74.75685111;128;0;0.15;4.265217391;5.344782609;92.5;86;0;0.26;0.05;0.13
238;22;119.9282741;3.802083333;20.52083333;607.2916667;8458;no;99.95354481;11;6.117857143;4.685455496;8.1;4.353564581;0.094505249;4.4;0.233153216;5.3810441;0.05042678;1.648900122;1627.275057;2369;0;76.04357678;130;0;0.19;4.078571429;5.302142857;91.17;87;0;0.27;0.05;0.14
239;22;119.9765898;0.885416667;41.66666667;134.21875;2070;no;99.97141867;6;9.26;4.379646018;8;4.560517182;0.072171731;4.6;0.259232905;5.354387365;0.044074481;1.633597709;1663.259285;2369;0;73.33877126;129;0;0.16;4.577777778;5.292222222;92.5;86;0;0.26;0.05;0.13
240;22;119.9699409;2.447916667;26.82291667;240.7291667;3542;no;99.98574657;11;11.31538462;4.476881533;7.1;4.661027875;0.079500023;4.7;0.167421603;5.34566899;0.048551651;1.634076655;1042.794425;2369;0;59.41672474;130;0;0.2;4.475;5.275;94.33;85;0;0.26;0.05;0.13
241;22;119.9452588;1.822916667;51.83333333;686.3541667;8788;yes;99.97135417;16;5.406666667;4.288848168;8.4;5.140321173;0.360479054;5.3;0.180363065;5.392311049;0.0758329;1.563606214;936.2960377;2369;0;59.61127596;258;0;0.29;4.472413793;5.321034483;93;89;0;0.25;0.05;0.12
230;24;79.9380218;4.181818182;71.09090909;1362.454545;3112;no;44.98828125;15;15.76666667;4.345805785;12.1;9.528553719;0.149057711;9.5;4.305020661;8.390382231;0.053035942;2.819049587;48.43285124;57;32;254.8613636;296;162;0.21;9.8;8.303043478;85.42;76;0.08;0.21;0.05;0.09
244;15;79.98731283;1.545454545;27.27272727;478.4545455;5119;no;20.00767918;3;4.263157895;4.215311867;5.5;10.55115948;0.117626053;10.5;4.812571196;8.092878356;0.05338467;2.62;15.13873068;21;12;37.60618389;48;29;0.5;11.22692308;7.947692308;90;84;0.12;0.05;0.05;0.05
242;15;79.96443007;2.909090909;66.72727273;715;2006;no;19.99888039;1;3.245987654;4.159165839;7.4;10.99523616;0.53568105;11.3;4.925157105;8.097871478;0.058855071;2.563231299;15.36042976;21;9;40.74478005;51;0;0.29;12.24;8.036666667;90.17;88;0.13;0.05;0.05;0.05
245;15;79.97900061;2.454545455;222.3636364;368.5454545;2646;no;55.17142445;1;4.180952381;4.658702719;5.8;10.50824031;0.65849418;10.9;4.775948853;8.028226101;0.043541218;2.628023138;16.84067384;23;7;31.58392531;43;27;0.49;10.9;7.673125;86.67;83;0.08;0.05;0.05;0.05
243;15;79.99777193;2.545454545;65.27272727;844.6363636;2836;no;20.00866051;1;3.489353612;4.20283803;12.6;10.09075203;0.455690504;10.3;4.768272358;8.090410569;0.083525892;2.65946748;16.79573171;24;11;32.20630081;46;28;0.39;12.01176471;8.035294118;84.75;75;0.11;0.05;0.05;0.05
246;10;119.9568039;2.916666667;50.52083333;689.7916667;6490;no;50;15;8.013636364;3.759901512;6.2;8.952918425;0.115377277;9;0.104078762;4.92802391;0.032810086;1.016793249;0;0;0;260.2647679;336;196;0.3;8.081818182;4.745;88;85;0;0.28;0.05;0.1
255;21;99.93809524;5;125.4166667;1050;2509;no;49.9235226;11;8.006666667;3.764858491;6.7;4.547051887;0.054465631;4.5;0;5.285601415;0.126720012;1.929091981;63.44693396;74;55;168.4658019;182;157;0.29;4.469230769;5.241538462;92.5;88;0.02;0.05;0.05;0.05
256;21;99.92649472;5;119.1666667;993.75;2383;no;49.96135831;12;3.115384615;4.013674197;5.9;4.859096314;0.053373272;4.9;0.076694411;5.313424495;0.128934911;1.912342449;65.62663496;77;55;180.2306778;198;168;0.22;5.083333333;5.2975;94.67;92;0.02;0.05;0.05;0.05
257;21;99.98983452;2.5;68.33333333;846.6666667;2018;no;49.88574794;7;8.430769231;4.341148325;6.1;5.053110048;0.052959298;5.1;0.001315789;5.350406699;0.123573837;1.88;66.01913876;78;56;181.7464115;200;165;0.32;5.39;5.2;89.67;84;0.02;0.05;0.05;0.05
247;21;99.82759036;10;198.3333333;1680.833333;3957;no;49.96028881;14;4.958823529;4.19041769;5.4;4.76019656;0.054223452;4.8;0.033046683;5.387800983;0.111609955;1.924791155;68.66830467;85;58;176.0565111;192;159;0.41;5.8875;5.475;93.17;89;0.02;0.05;0.05;0.05
248;21;100;5.416666667;174.1666667;1092.083333;2567;no;49.96085409;8;7.65;4.182430806;5.8;4.663493976;0.051560304;4.7;0.000722892;5.312819277;0.108097948;1.92;65.41204819;81;55;170.0277108;183;158;0.21;4.863636364;5.253636364;92.83;89;0.02;0.05;0.05;0.05
249;21;99.96319527;3.75;199.1666667;596.6666667;1408;no;49.96099291;5;9.78;4.061722488;5.8;4.660047847;0.052774496;4.7;0;5.317177033;0.124257497;1.92;66.60645933;75;50;168.8002392;184;117;0.16;4.677777778;5.258888889;94;90;0.02;0.05;0.05;0.05
250;21;100;2.916666667;83.33333333;1124.166667;2688;no;49.96085409;7;6.507142857;4.109047045;5.7;4.558745476;0.053940109;4.6;0;5.342412545;0.125831413;1.930542823;66.07840772;75;57;173.212304;191;160;0.24;4.6;5.263846154;91;90;0.02;0.05;0.05;0.05
251;21;99.8843044;10.41666667;189.1666667;1889.583333;4530;no;49.96199525;11;14.44761905;4.560414129;6;4.448599269;0.054447213;4.4;0;5.329829476;0.098399237;1.95;65.69792935;73;57;169.2971985;183;151;0.55;4.1;5.197;92;86;0.02;0.05;0.05;0.05
252;21;99.90165094;3.333333333;130.8333333;1319.583333;3090;no;49.96113074;5;6.88125;4.068307323;6.4;4.343697479;0.055787756;4.3;0;5.292088836;0.115197184;1.95;64.73829532;76;56;166.6662665;181;155;0.37;5.053333333;5.270666667;92.67;90;0.02;0.05;0.05;0.05
253;21;99.95682353;6.25;155.8333333;3520.833333;8441;no;50;12;4.184375;4.173716381;6.4;4.562469438;0.05210163;4.6;0;5.316393643;0.109526975;1.92;64.1797066;72;55;169.0220049;185;158;0.35;4.38125;5.1634375;89;85;0.02;0.05;0.05;0.05
254;21;99.9125149;4.583333333;97.91666667;1370.833333;3283;no;50;8;4.313333333;3.908131068;6.9;4.656067961;0.056094654;4.7;0;5.337851942;0.118071266;1.933009709;64.88106796;78;55;171.8798544;190;161;0.24;5.24;5.244666667;93.83;91;0.02;0.05;0.05;0.05
260;11;100;2.708333333;101.4583333;913.9583333;4310;no;59.94964029;11;14.20454545;4.330680437;7.7;4.456925881;0.054778054;4.5;0;3.49445322;0.09142259;0.77;54.4799514;57;51;326.5218712;429;277;0.37;3.978947368;3.542105263;95.33;91;0.02;0.22;0.05;0.1
261;11;100;4.375;73.75;1156.25;5370;no;49.98023952;12;6.209090909;4.560376214;8.7;4.861893204;0.051961485;4.9;0.099575243;3.468015777;0.064250438;0.738252427;54.10800971;56;51;349.2803398;428;292;0.13;4.804761905;3.412857143;93;88;0.03;0.22;0.05;0.1
258;12;119.9829425;0.9375;19.6875;475.3645833;9093;no;29.99739493;17;14.18965517;3.556414732;5.1;8.359451911;0.076874479;8.4;0;3.697664514;0.033503396;0.994484203;57.15081166;62;43;23.97713388;29;0;0.35;6.614285714;3.682857143;89.17;85;0;0.22;0.05;0.09
259;12;119.9692935;0.78125;16.51041667;495.4166667;9477;no;30;10;4.533333333;3.698795391;5.3;9.059497207;0.074332313;9.1;0;3.702273045;0.03133769;0.967524441;56.40572626;60;38;23.4265014;27;9;0.14;9.136363636;3.692121212;91;86;0;0.22;0.05;0.1
262;1;99.92287425;5;122.5;2379.583333;5491;no;19.99402628;15;5.982608696;3.789189189;5.9;4.157493857;0.054437609;4.2;0.1;5.415761671;0.036279592;2;65.60687961;74;48;28.03685504;36;21;1.68;5.171428571;4.952857143;92.83;90;0.03;0.07;0.05;0.07
263;1;100.0053364;5;87.5;1140.416667;2612;no;20.00232019;9;3.538461538;3.915547703;5.2;4.256890459;0.059302061;4.3;0.049823322;5.39237927;0.030460187;2;66.85747939;74;60;32.10836278;36;29;0.31;4.692307692;5.396923077;91.5;84;0.06;0.07;0.05;0.07
264;1;99.99210221;4.583333333;75.83333333;562.9166667;1210;no;20;9;10.325;3.801875733;6.1;4.053106682;0.055074291;4.1;0.100234467;5.394431419;0.033117539;2.003540445;56.0926143;89;43;32.71512309;37;30;0.39;4.0375;5.41125;90.5;88;0.06;0.23;0.16;0.05
265;1;99.92748005;4.166666667;110.8333333;999.1666667;2193;no;20.00570125;7;2.990909091;3.82886836;5.7;4.054618938;0.054044771;4.1;0.096420323;5.377702079;0.046310427;2.016558891;47.84872979;55;11;30.50230947;37;15;0.36;4.218181818;5.296363636;91.67;88;0.03;0.06;0.05;0.06
266;1;100;3.75;88.75;1633.75;3611;no;19.99769053;9;4.866666667;3.893160377;6;4.154363208;0.059353623;4.2;0.001650943;5.389669811;0.056001218;2.023620283;48.52358491;59;41;28.81014151;36;16;0.24;3.93125;5.291875;92.33;87;0.04;0.06;0.05;0.06
267;1;99.99223529;5.833333333;106.6666667;1461.666667;3298;no;20;13;3.769230769;3.899880526;5.1;4.054121864;0.05531856;4.1;0;5.430573477;0.027753286;2.06;55.27001195;82;38;22.02986858;34;0;0.13;4.2;5.439230769;91.83;87;0.03;0.08;0.05;0.08
268;1;99.95764294;4.583333333;119.1666667;1291.25;3003;no;19.9965035;9;7.8;3.860095012;5.6;3.556057007;0.053131534;3.6;0;5.453942993;0.027389585;2.121009501;57.72446556;87;42;21.33491686;33;0;0.28;3.786666667;5.36;94.83;91;0.03;0.07;0.05;0.07
269;1;100;2.916666667;122.9166667;1778.333333;4105;no;20;6;4.264705882;3.918343195;5.4;3.660118343;0.052721977;3.7;0;5.469183432;0.026186005;2.108260355;60.41301775;82;42;19.94201183;30;0;0.21;3.658823529;5.432941176;97.33;96;0.04;0.07;0.05;0.07
270;1;100;2.916666667;80;846.25;1931;no;20;7;7.59;3.908920188;5.9;3.863380282;0.052409228;3.9;0;5.498802817;0.030359748;2.084448357;56.11619718;80;33;17.26760563;29;0;0.33;3.95;5.454;95.83;93;0.04;0.07;0.05;0.07
271;1;99.96049238;3.75;143.75;867.5;1948;no;19.99882904;7;6.416666667;3.839904988;4.8;3.764489311;0.050775559;3.8;0;5.393586698;0.023427175;2.072173397;58.94655582;80;31;14.45011876;26;0;0.14;3.727272727;5.417272727;92.5;89;0.04;0.09;0.05;0.09
272;1;100;4.583333333;113.75;1359.583333;2905;no;20;8;5.235714286;3.88931475;5.5;3.457839721;0.05171008;3.5;0;5.40029036;0.0415125;2.12873403;45.51219512;83;33;18.59581882;27;0;0.1;3.692307692;5.410769231;91.17;89;0.03;0.07;0.05;0.07
273;1;100;2.083333333;75.83333333;637.5;1284;no;20;5;13.5625;3.894549763;5.4;3.751184834;0.053454953;3.8;0;5.45056872;0.030012394;2.103163507;50.48578199;70;41;18.8436019;28;0;0.17;3.7875;5.49375;93.83;86;0.03;0.07;0.05;0.07
274;1;99.91819235;4.166666667;69.16666667;804.5833333;1705;no;19.99652778;8;8.05;3.876814988;5.2;3.359133489;0.049897419;3.4;0;5.382377049;0.049052865;2.148758782;43.38875878;68;31;15.2529274;23;0;0.19;3.622222222;5.345555556;95.83;89;0.03;0.07;0.05;0.07
275;1;99.9358885;20.41666667;76.25;1297.083333;2839;no;19.99767981;7;18.82352941;3.906153846;5.5;3.359408284;0.050327178;3.4;0;5.41487574;0.043139693;2.150390533;43.46272189;62;35;12.56686391;26;0;0.17;3.15625;5.315;96.67;88;0.03;0.07;0.05;0.07
276;1;99.91764706;4.166666667;90.41666667;625.4166667;1362;no;19.99539171;7;11.53;3.952680653;5.5;3.558041958;0.05168695;3.6;0;5.420955711;0.044831024;2.118111888;43.70979021;67;31;14.83799534;29;0;0.24;3.555555556;5.431111111;93.5;87;0.03;0.08;0.05;0.08
277;2;119.8233499;7.96875;78.85416667;2215.052083;19692;yes;59.84946809;30;8.35;5.428415203;9.1;4.936017937;0.460676013;4.8;0.045865471;5.255422422;0.151869571;1.741867265;36.96878924;92;15;179.4498655;311;108;1.55;7.567213115;5.106557377;90.67;85;0.06;0.05;0.06;0.05
278;2;119.8547926;6.09375;42.13541667;632.5520833;5994;no;60.02788071;12;7.795238095;5.795465817;10.9;5.051550044;0.081793045;5;0.000141718;5.359188663;0.079982816;1.723973428;38.44588131;62;15;181.719752;285;95;0.28;6.08;5.405;87;80;0.07;0.05;0.07;0.05
279;4;99.94147533;6.861063465;152.4871355;2097.598628;11500;no;49.69073171;26;9.2;3.886547085;5.3;10.55912263;0.121643065;10.6;0.395912263;8.320917248;0.086472899;2.478120638;14.38185444;36;10;290.5413759;362;182;2.01;13.02195122;8.333170732;90;80;0.14;0.05;0.05;0.05
